Pays,Catégorie,Item,Valeur,Plage,Valeur_nettoyee,Plage_nettoyee,Plage_min,Plage_max
gambia,rent per month,apartment (3 bedrooms) outside of centre,96.10 €,64.07-128.14,96.1,"(64.07, 128.14)",64.07,128.14
gambia,buy apartment price,price per square meter to buy apartment in city centre,"1,416.40 €","1,332.80-1,500.00",1.416,"(332.8, 1.5)",332.8,1.5
gambia,buy apartment price,price per square meter to buy apartment outside of centre,"1,028.62 €","1,000.00-1,057.24",1.028,"(0.0, 1.057)",0.0,1.057
gambia,salaries and financing,average monthly net salary (after tax),57.66 €,,57.66,,,
gambia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",10.12,5.25-15.00,10.12,"(5.25, 15.0)",5.25,15.0
georgia,rent per month,apartment (1 bedroom) in city centre,506.62 €,331.31-827.01,506.62,"(331.31, 827.01)",331.31,827.01
georgia,rent per month,apartment (1 bedroom) outside of centre,350.11 €,231.92-505.40,350.11,"(231.92, 505.4)",231.92,505.4
georgia,rent per month,apartment (3 bedrooms) in city centre,941.00 €,"563.23-1,590.31",941.0,"(563.23, 1.59)",563.23,1.59
georgia,rent per month,apartment (3 bedrooms) outside of centre,590.61 €,397.58-993.94,590.61,"(397.58, 993.94)",397.58,993.94
georgia,buy apartment price,price per square meter to buy apartment in city centre,"1,426.18 €","828.29-2,319.20",1.426,"(828.29, 2.319)",828.29,2.319
georgia,buy apartment price,price per square meter to buy apartment outside of centre,881.35 €,"596.37-1,325.26",881.35,"(596.37, 1.325)",596.37,1.325
georgia,salaries and financing,average monthly net salary (after tax),464.57 €,,464.57,,,
georgia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",12.06,8.00-16.00,12.06,"(8.0, 16.0)",8.0,16.0
germany,rent per month,apartment (1 bedroom) in city centre,885.35 €,"600.00-1,500.00",885.35,"(600.0, 1.5)",600.0,1.5
germany,rent per month,apartment (1 bedroom) outside of centre,675.46 €,"450.00-1,190.00",675.46,"(450.0, 1.19)",450.0,1.19
germany,rent per month,apartment (3 bedrooms) in city centre,"1,666.38 €","1,100.00-2,814.86",1.666,"(100.0, 2.814)",100.0,2.814
germany,rent per month,apartment (3 bedrooms) outside of centre,"1,267.61 €","800.00-2,141.43",1.267,"(800.0, 2.141)",800.0,2.141
germany,buy apartment price,price per square meter to buy apartment in city centre,"5,556.36 €","3,500.00-11,724.00",5.556,"(500.0, 11.724)",500.0,11.724
germany,buy apartment price,price per square meter to buy apartment outside of centre,"4,405.94 €","2,500.00-8,156.00",4.405,"(500.0, 8.156)",500.0,8.156
germany,salaries and financing,average monthly net salary (after tax),"2,824.68 €",,2.824,,,
germany,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",3.98,3.50-4.01,3.98,"(3.5, 4.01)",3.5,4.01
ghana,rent per month,apartment (1 bedroom) in city centre,461.44 €,"229.73-1,102.68",461.44,"(229.73, 1.102)",229.73,1.102
ghana,rent per month,apartment (1 bedroom) outside of centre,129.97 €,55.70-353.11,129.97,"(55.7, 353.11)",55.7,353.11
ghana,rent per month,apartment (3 bedrooms) in city centre,922.00 €,"459.45-2,297.25",922.0,"(459.45, 2.297)",459.45,2.297
ghana,rent per month,apartment (3 bedrooms) outside of centre,369.30 €,183.78-609.92,369.3,"(183.78, 609.92)",183.78,609.92
ghana,buy apartment price,price per square meter to buy apartment in city centre,"3,689.27 €","1,000.94-4,594.50",3.689,"(0.94, 4.594)",0.94,4.594
ghana,buy apartment price,price per square meter to buy apartment outside of centre,"2,297.25 €","2,297.25-2,769.47",2.297,"(297.25, 2.769)",297.25,2.769
ghana,salaries and financing,average monthly net salary (after tax),186.17 €,,186.17,,,
ghana,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",25.33,20.00-30.00,25.33,"(20.0, 30.0)",20.0,30.0
gibraltar,rent per month,apartment (1 bedroom) in city centre,"1,551.39 €","1,307.48-1,782.93",1.551,"(307.48, 1.782)",307.48,1.782
gibraltar,rent per month,apartment (1 bedroom) outside of centre,"1,444.50 €","1,297.58-1,664.06",1.444,"(297.58, 1.664)",297.58,1.664
gibraltar,rent per month,apartment (3 bedrooms) in city centre,"3,133.84 €","2,756.70-3,565.85",3.133,"(756.7, 3.565)",756.7,3.565
gibraltar,rent per month,apartment (3 bedrooms) outside of centre,"2,795.73 €","2,258.37-3,565.85",2.795,"(258.37, 3.565)",258.37,3.565
gibraltar,buy apartment price,price per square meter to buy apartment in city centre,"9,872.06 €","7,131.71-13,074.79",9.872,"(131.71, 13.074)",131.71,13.074
gibraltar,buy apartment price,price per square meter to buy apartment outside of centre,"7,583.88 €","5,968.88-9,508.94",7.583,"(968.88, 9.508)",968.88,9.508
gibraltar,salaries and financing,average monthly net salary (after tax),"2,708.06 €",,2.708,,,
gibraltar,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",3.60,,3.6,,,
greece,rent per month,apartment (1 bedroom) in city centre,482.14 €,350.00-700.00,482.14,"(350.0, 700.0)",350.0,700.0
greece,rent per month,apartment (1 bedroom) outside of centre,390.00 €,280.00-600.00,390.0,"(280.0, 600.0)",280.0,600.0
greece,rent per month,apartment (3 bedrooms) in city centre,812.27 €,"550.00-1,200.00",812.27,"(550.0, 1.2)",550.0,1.2
greece,rent per month,apartment (3 bedrooms) outside of centre,672.60 €,"450.00-1,100.00",672.6,"(450.0, 1.1)",450.0,1.1
greece,buy apartment price,price per square meter to buy apartment in city centre,"2,801.82 €","2,000.00-4,500.00",2.801,"(0.0, 4.5)",0.0,4.5
greece,buy apartment price,price per square meter to buy apartment outside of centre,"2,282.31 €","1,500.00-3,800.00",2.282,"(500.0, 3.8)",500.0,3.8
greece,salaries and financing,average monthly net salary (after tax),965.82 €,,965.82,,,
greece,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.62,3.80-6.00,4.62,"(3.8, 6.0)",3.8,6.0
greenland,rent per month,apartment (1 bedroom) in city centre,741.45 €,"312.69-1,321.41",741.45,"(312.69, 1.321)",312.69,1.321
greenland,rent per month,apartment (1 bedroom) outside of centre,736.08 €,"316.31-1,150.72",736.08,"(316.31, 1.15)",316.31,1.15
greenland,rent per month,apartment (3 bedrooms) in city centre,"1,335.04 €","804.17-1,763.17",1.335,"(804.17, 1.763)",804.17,1.763
greenland,rent per month,apartment (3 bedrooms) outside of centre,"1,281.52 €","804.17-2,010.42",1.281,"(804.17, 2.01)",804.17,2.01
greenland,buy apartment price,price per square meter to buy apartment in city centre,"3,149.66 €","2,278.48-5,361.13",3.149,"(278.48, 5.361)",278.48,5.361
greenland,buy apartment price,price per square meter to buy apartment outside of centre,"4,020.85 €","3,618.76-4,556.96",4.02,"(618.76, 4.556)",618.76,4.556
greenland,salaries and financing,average monthly net salary (after tax),"3,864.87 €",,3.864,,,
greenland,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",5.66,3.42-7.33,5.66,"(3.42, 7.33)",3.42,7.33
grenada,rent per month,apartment (1 bedroom) in city centre,511.25 €,408.01-850.03,511.25,"(408.01, 850.03)",408.01,850.03
grenada,rent per month,apartment (1 bedroom) outside of centre,359.30 €,255.01-643.23,359.3,"(255.01, 643.23)",255.01,643.23
grenada,rent per month,apartment (3 bedrooms) in city centre,"1,166.04 €","680.02-2,756.70",1.166,"(680.02, 2.756)",680.02,2.756
grenada,rent per month,apartment (3 bedrooms) outside of centre,711.62 €,"408.01-1,378.35",711.62,"(408.01, 1.378)",408.01,1.378
grenada,buy apartment price,price per square meter to buy apartment in city centre,"1,028.69 €","365.99-1,700.06",1.028,"(365.99, 1.7)",365.99,1.7
grenada,buy apartment price,price per square meter to buy apartment outside of centre,"34,681.25 €","680.02-102,003.66",34.681,"(680.02, 102.003)",680.02,102.003
grenada,salaries and financing,average monthly net salary (after tax),799.03 €,,799.03,,,
grenada,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",7.00,5.00-8.00,7.0,"(5.0, 8.0)",5.0,8.0
guadeloupe,rent per month,apartment (1 bedroom) in city centre,766.67 €,"500.00-1,000.00",766.67,"(500.0, 1.0)",500.0,1.0
guadeloupe,rent per month,apartment (1 bedroom) outside of centre,733.33 €,600.00-800.00,733.33,"(600.0, 800.0)",600.0,800.0
guadeloupe,rent per month,apartment (3 bedrooms) in city centre,"1,700.00 €","1,100.00-2,500.00",1.7,"(100.0, 2.5)",100.0,2.5
guadeloupe,rent per month,apartment (3 bedrooms) outside of centre,"1,700.00 €","900.00-2,200.00",1.7,"(900.0, 2.2)",900.0,2.2
guadeloupe,buy apartment price,price per square meter to buy apartment in city centre,"4,063.33 €","2,100.00-6,290.00",4.063,"(100.0, 6.29)",100.0,6.29
guadeloupe,buy apartment price,price per square meter to buy apartment outside of centre,"4,211.67 €","2,600.00-5,435.00",4.211,"(600.0, 5.435)",600.0,5.435
guadeloupe,salaries and financing,average monthly net salary (after tax),"2,368.00 €",,2.368,,,
guadeloupe,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.22,3.50-4.95,4.22,"(3.5, 4.95)",3.5,4.95
guam,rent per month,apartment (1 bedroom) in city centre,"1,659.03 €","918.90-2,251.31",1.659,"(918.9, 2.251)",918.9,2.251
guam,rent per month,apartment (1 bedroom) outside of centre,"1,230.31 €","643.23-2,026.17",1.23,"(643.23, 2.026)",643.23,2.026
guam,rent per month,apartment (3 bedrooms) in city centre,"2,588.24 €","2,067.53-3,216.15",2.588,"(67.53, 3.216)",67.53,3.216
guam,rent per month,apartment (3 bedrooms) outside of centre,"2,374.34 €","2,021.58-3,216.15",2.374,"(21.58, 3.216)",21.58,3.216
guam,buy apartment price,price per square meter to buy apartment outside of centre,275.67 €,,275.67,,,
guam,salaries and financing,average monthly net salary (after tax),"4,204.89 €",,4.204,,,
guam,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.22,3.70-4.75,4.22,"(3.7, 4.75)",3.7,4.75
guatemala,rent per month,apartment (1 bedroom) in city centre,531.87 €,297.58-918.90,531.87,"(297.58, 918.9)",297.58,918.9
guatemala,rent per month,apartment (1 bedroom) outside of centre,329.36 €,178.55-735.12,329.36,"(178.55, 735.12)",178.55,735.12
guatemala,rent per month,apartment (3 bedrooms) in city centre,"1,107.66 €","535.64-1,904.50",1.107,"(535.64, 1.904)",535.64,1.904
guatemala,rent per month,apartment (3 bedrooms) outside of centre,564.95 €,"238.06-1,071.28",564.95,"(238.06, 1.071)",238.06,1.071
guatemala,buy apartment price,price per square meter to buy apartment in city centre,"1,321.98 €","714.19-1,879.28",1.321,"(714.19, 1.879)",714.19,1.879
guatemala,buy apartment price,price per square meter to buy apartment outside of centre,993.51 €,"654.67-1,378.35",993.51,"(654.67, 1.378)",654.67,1.378
guatemala,salaries and financing,average monthly net salary (after tax),499.56 €,,499.56,,,
guatemala,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",8.77,6.50-11.00,8.77,"(6.5, 11.0)",6.5,11.0
guernsey,rent per month,apartment (1 bedroom) in city centre,"1,852.26 €","1,485.77-2,258.37",1.852,"(485.77, 2.258)",485.77,2.258
guernsey,rent per month,apartment (1 bedroom) outside of centre,"1,772.12 €","1,426.34-2,139.51",1.772,"(426.34, 2.139)",426.34,2.139
guernsey,rent per month,apartment (3 bedrooms) in city centre,"2,921.26 €","2,139.51-3,565.85",2.921,"(139.51, 3.565)",139.51,3.565
guernsey,rent per month,apartment (3 bedrooms) outside of centre,"2,727.22 €","2,377.24-3,565.85",2.727,"(377.24, 3.565)",377.24,3.565
guernsey,buy apartment price,price per square meter to buy apartment in city centre,"9,508.94 €","7,131.71-11,886.18",9.508,"(131.71, 11.886)",131.71,11.886
guernsey,buy apartment price,price per square meter to buy apartment outside of centre,"7,924.12 €","5,943.09-9,508.94",7.924,"(943.09, 9.508)",943.09,9.508
guernsey,salaries and financing,average monthly net salary (after tax),"4,073.00 €",,4.073,,,
guernsey,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.83,2.00-6.00,4.83,"(2.0, 6.0)",2.0,6.0
guinea,rent per month,apartment (1 bedroom) in city centre,579.38 €,478.68-743.47,579.38,"(478.68, 743.47)",478.68,743.47
guinea,rent per month,apartment (1 bedroom) outside of centre,292.20 €,159.56-424.84,292.2,"(159.56, 424.84)",159.56,424.84
guinea,rent per month,apartment (3 bedrooms) in city centre,"1,736.22 €","1,102.68-2,831.46",1.736,"(102.68, 2.831)",102.68,2.831
guinea,rent per month,apartment (3 bedrooms) outside of centre,942.61 €,"531.87-1,552.48",942.61,"(531.87, 1.552)",531.87,1.552
guinea,buy apartment price,price per square meter to buy apartment in city centre,255.92 €,99.73-459.45,255.92,"(99.73, 459.45)",99.73,459.45
guinea,buy apartment price,price per square meter to buy apartment outside of centre,367.56 €,,367.56,,,
guinea,salaries and financing,average monthly net salary (after tax),"2,308.74 €",,2.308,,,
guinea,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",9.45,5.36-12.00,9.45,"(5.36, 12.0)",5.36,12.0
guinea-bissau,rent per month,apartment (1 bedroom) in city centre,378.67 €,300.00-457.35,378.67,"(300.0, 457.35)",300.0,457.35
guinea-bissau,rent per month,apartment (1 bedroom) outside of centre,201.22 €,152.45-250.00,201.22,"(152.45, 250.0)",152.45,250.0
guinea-bissau,rent per month,apartment (3 bedrooms) in city centre,631.12 €,500.00-762.25,631.12,"(500.0, 762.25)",500.0,762.25
guinea-bissau,rent per month,apartment (3 bedrooms) outside of centre,415.56 €,381.12-450.00,415.56,"(381.12, 450.0)",381.12,450.0
guinea-bissau,salaries and financing,average monthly net salary (after tax),958.41 €,,958.41,,,
guyana,rent per month,apartment (1 bedroom) in city centre,527.11 €,"275.26-1,315.88",527.11,"(275.26, 1.315)",275.26,1.315
guyana,rent per month,apartment (1 bedroom) outside of centre,456.68 €,263.18-734.03,456.68,"(263.18, 734.03)",263.18,734.03
guyana,rent per month,apartment (3 bedrooms) in city centre,"1,735.45 €","1,008.84-4,386.26",1.735,"(8.84, 4.386)",8.84,4.386
guyana,rent per month,apartment (3 bedrooms) outside of centre,964.72 €,"526.35-2,193.13",964.72,"(526.35, 2.193)",526.35,2.193
guyana,buy apartment price,price per square meter to buy apartment in city centre,"3,436.06 €","3,147.52-4,013.13",3.436,"(147.52, 4.013)",147.52,4.013
guyana,buy apartment price,price per square meter to buy apartment outside of centre,792.78 €,"354.10-2,360.66",792.78,"(354.1, 2.36)",354.1,2.36
guyana,salaries and financing,average monthly net salary (after tax),607.25 €,,607.25,,,
guyana,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",6.64,4.50-8.00,6.64,"(4.5, 8.0)",4.5,8.0
haiti,rent per month,apartment (1 bedroom) in city centre,823.95 €,811.69-836.20,823.95,"(811.69, 836.2)",811.69,836.2
haiti,rent per month,apartment (1 bedroom) outside of centre,742.47 €,667.12-817.82,742.47,"(667.12, 817.82)",667.12,817.82
haiti,rent per month,apartment (3 bedrooms) in city centre,926.69 €,"695.56-1,157.81",926.69,"(695.56, 1.157)",695.56,1.157
haiti,rent per month,apartment (3 bedrooms) outside of centre,735.12 €,592.69-877.55,735.12,"(592.69, 877.55)",592.69,877.55
haiti,buy apartment price,price per square meter to buy apartment in city centre,"1,545.93 €","791.28-2,284.39",1.545,"(791.28, 2.284)",791.28,2.284
haiti,buy apartment price,price per square meter to buy apartment outside of centre,964.85 €,"551.34-1,378.35",964.85,"(551.34, 1.378)",551.34,1.378
haiti,salaries and financing,average monthly net salary (after tax),"1,359.97 €",,1.359,,,
haiti,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",13.50,12.00-15.00,13.5,"(12.0, 15.0)",12.0,15.0
honduras,rent per month,apartment (1 bedroom) in city centre,429.61 €,161.47-781.07,429.61,"(161.47, 781.07)",161.47,781.07
honduras,rent per month,apartment (1 bedroom) outside of centre,340.80 €,179.42-551.34,340.8,"(179.42, 551.34)",179.42,551.34
honduras,rent per month,apartment (3 bedrooms) in city centre,771.56 €,"321.62-1,470.24",771.56,"(321.62, 1.47)",321.62,1.47
honduras,rent per month,apartment (3 bedrooms) outside of centre,624.05 €,"430.60-1,378.35",624.05,"(430.6, 1.378)",430.6,1.378
honduras,buy apartment price,price per square meter to buy apartment in city centre,663.47 €,"395.64-1,076.49",663.47,"(395.64, 1.076)",395.64,1.076
